#Table1
specobjid,objid8,ra,dec,spiral,elliptical,uncertain
301758519739181056,1237651800697340133,150.2914,-0.2690555,1,0,0
301759619250808832,1237648721217716327,150.2858,-0.1934722,1,0,0
301759894128715776,1237648721217716302,150.2897,-0.0795,0,1,0
301760169006622720,1237654669735755916,150.3335,-0.3692778,1,0,0
301760718762436608,1237648721217716496,150.301,-0.006611111,0,0,1
301760993640343552,1237648721217716499,150.3031,-0.08888889,1,0,0
301761268518250496,1237654670272626852,150.359,0.08247222,1,0,0
301761543396157440,1237648721217716541,150.3288,-0.1677778,0,0,1
301761818274064384,1237648721217716475,150.2949,-0.1071667,0,0,1
301762368029878272,1237648721217716525,150.3191,-0.03066667,0,0,1
301762642907785216,1237648721217781903,150.345,-0.1570556,0,0,1
301762917785692160,1237648721217716546,150.3354,-0.1828611,1,0,0
301763192663599104,1237651801234276482,150.3638,0.1031111,0,1,0
301763467541506048,1237648720143712423,149.614,-0.8549445,1,0,0
301763742419412992,1237648720143712465,149.6464,-0.9159722,0,0,1
301764017297319936,1237648720143712447,149.6383,-0.8551667,0,0,1
301764292175226880,1237648720143646840,149.5702,-0.90525,0,0,1
301765391686854656,1237654669198557304,149.5912,-0.8365,0,0,1
301765941442668544,1237654669198557348,149.6468,-0.8369445,0,1,0
301766216320575488,1237648720143712324,149.6547,-0.9295,0,1,0
301766766076389376,1237648720680583341,149.6728,-0.4475555,1,0,0
301767040954296320,1237651800160206848,149.68,-0.7488889,0,0,1
301767315832203264,1237654669198557396,149.6755,-0.80625,0,1,0
301767590710110208,1237654669198557330,149.6164,-0.8345,1,0,0
301767865588017152,1237651800160206973,149.6107,-0.6715,0,0,1
301768140465924096,1237654669198557382,149.6677,-0.7706389,0,0,1
301768415343831040,1237651800160206978,149.6276,-0.6869722,1,0,0
301769239977551872,1237648721217716415,150.2545,-0.1799444,1,0,0
301769514855458816,1237648721217716445,150.2802,-0.04408333,1,0,0
301770339489179648,1237651800697340062,150.2278,-0.3105833,0,0,1
301770614367086592,1237651800697340067,150.2319,-0.2778056,0,0,1
301770889244993536,1237651800697339950,150.2296,-0.2118333,0,0,1
301771164122900480,1237648721217716376,150.2082,-0.1491667,1,0,0
301771439000807424,1237651800697340087,150.2671,-0.2258056,0,0,1
301771713878714368,1237654670272561361,150.2561,0.02152778,0,0,1
301771988756621312,1237654670272561322,150.2317,0.0865,0,0,1
301772263634528256,1237654670272561365,150.2565,0.03827778,0,0,1
301772538512435200,1237648721217716426,150.2556,-0.06383333,0,0,1
301773088268249088,1237648721217716566,150.2139,-0.09294444,0,0,1
301773363146156032,1237654670272561311,150.1913,0.02480556,0,0,1
301773638024062976,1237648721217716396,150.2271,-0.03111111,0,0,1
301773912901969920,1237648721217716259,150.2362,-0.1065,0,0,1
301774187779876864,1237654670272561197,150.2286,0.04352778,0,0,1
301775562169411584,1237654669198360714,149.2383,-0.7778611,1,0,0
301776111925225472,1237648720143581522,149.3312,-1.003306,0,0,1
301777211436853248,1237654669198491810,149.4597,-0.7790278,0,0,1
301778036070574080,1237651800160010485,149.2507,-0.6726944,0,0,1
301778585826387968,1237648720680452215,149.3282,-0.47075,1,0,0
301779135582201856,1237651800160141388,149.4457,-0.6958333,1,0,0
301779410460108800,1237651800160141504,149.5548,-0.6715278,0,0,1
301780235093829632,1237651800697209048,149.989,-0.2503889,0,0,1
301780784849643520,1237648721217585230,149.9945,-0.02294444,0,0,1
301781334605457408,1237651800697209027,149.9597,-0.2275,0,0,1
301781884361271296,1237648721217650960,150.1844,-0.03105555,0,0,1
301782159239178240,1237654669735559508,149.9662,-0.3452778,0,0,1
301782434117085184,1237648721217650936,150.1472,-0.04977778,1,0,0
301782708994992128,1237651800697209059,150.0063,-0.2357222,1,0,0
301783808506619904,1237654670272495891,150.0995,0.01433333,0,1,0
301784083384526848,1237654670272495882,150.0916,0.06011111,0,0,1
301784633140340736,1237648721217651032,150.1719,-0.08116667,0,1,0
301784908018247680,1237654670272430260,149.9479,0.02755556,0,0,1
301785457774061568,1237651800697143648,149.8815,-0.2565278,0,1,0
301785732651968512,1237648721217519812,149.8012,-0.1401667,0,0,1
301786007529875456,1237654669735493825,149.8181,-0.3806944,1,0,0
301786282407782400,1237651800697209009,149.9406,-0.2446944,0,0,1
301786557285689344,1237651800697208832,149.902,-0.32175,1,0,0
301786832163596288,1237654670272364766,149.8078,0.06738889,0,0,1
301787107041503232,1237648721217519859,149.845,-0.01638889,1,0,0
301787381919410176,1237651800697208965,149.8976,-0.3051111,0,1,0
301787656797317120,1237651800697208960,149.8921,-0.2728055,0,0,1
301787931675224064,1237651800697143537,149.8453,-0.3230833,0,1,0
301788206553131008,1237648721217519847,149.838,-0.09963889,0,1,0
301788481431037952,1237648721217519952,149.8233,-0.03597222,1,0,0
301789031186851840,1237651801234014496,149.8194,0.1010278,1,0,0
301789306064758784,1237648721217519819,149.8071,-0.1243333,0,1,0
301789580942665728,1237654670272430496,149.9174,0.04422222,1,0,0
301789855820572672,1237648721217519837,149.8243,-0.1125833,0,0,1
301790130698479616,1237648721217519805,149.8004,-0.0705,1,0,0
301790405576386560,1237654669735493835,149.8308,-0.4029722,0,0,1
301790680454293504,1237651800697143553,149.8591,-0.2539445,1,0,0
301790955332200448,1237648720680583296,149.6142,-0.4199722,1,0,0
301791230210107392,1237648721217519763,149.7707,-0.2033056,0,0,1
301791505088014336,1237648721217519783,149.775,-0.1465833,0,1,0
301791779965921280,1237648721217519796,149.7941,-0.1999722,1,0,0
301792054843828224,1237648720680648828,149.7741,-0.4385556,0,0,1
301792879477549056,1237651800697143296,149.7543,-0.3273056,0,0,1
301793154355456000,1237651800697077972,149.6674,-0.2583611,1,0,0
301793429233362944,1237648721217519748,149.7457,-0.2060833,0,1,0
301793704111269888,1237654670272299194,149.6439,0.06888889,1,0,0
301793978989176832,1237654670272364735,149.7635,0.03705556,1,0,0
301794528744990720,1237654669735428326,149.6198,-0.344,0,0,1
301795078500804608,1237654670272364745,149.7797,0.01063889,1,0,0
301795353378711552,1237654669735428285,149.5885,-0.3356111,0,1,0
301795628256618496,1237648721217454285,149.6537,-0.02855556,0,1,0
301795903134525440,1237654669735428300,149.6053,-0.3370556,0,0,1
301796452890339328,1237648720143450253,149.1045,-0.9076945,0,0,1
301797002646153216,1237648720143515857,149.1878,-0.9880278,0,0,1
301797277524060160,1237651800159944980,149.115,-0.6425833,0,0,1
301797552401967104,1237648720143515764,149.187,-0.9568055,1,0,0
301797827279874048,1237648720143450249,149.1025,-0.9370278,1,0,0
301798102157780992,1237651800160010447,149.1945,-0.7379722,0,0,1
301799201669408768,1237648720680386862,149.2227,-0.5589445,0,0,1
301799751425222656,1237651800160010428,149.1641,-0.7011945,0,1,0
301800026303129600,1237651800159944986,149.1357,-0.6946389,1,0,0
301800576058943488,1237651800160010443,149.1879,-0.6821945,1,0,0
301800850936850432,1237648720680386850,149.2054,-0.5648056,0,0,1
301801125814757376,1237648720680386864,149.2263,-0.53375,0,0,1
301801400692664320,1237648720680386679,149.2204,-0.4751945,0,0,1
301801675570571264,1237648720680386809,149.1582,-0.4841667,0,0,1
301801950448478208,1237651800696946939,149.3776,-0.319,0,0,1
301802225326385152,1237651800697012353,149.4479,-0.3028889,0,1,0
301802500204292096,1237651800696946942,149.3829,-0.2522222,0,0,1
301802775082199040,1237651800696946923,149.3688,-0.3050833,0,0,1
301803049960105984,1237651800697012233,149.4565,-0.2109167,0,0,1
301803324838012928,1237651801233883405,149.5762,0.1,1,0,0
301803599715919872,1237654670272233620,149.4169,0.0004444444,1,0,0
301803874593826816,1237654670272168171,149.3733,0.03877778,1,0,0
301804149471733760,1237651800697012370,149.4628,-0.2399167,0,0,1
301804424349640704,1237651800697012368,149.4562,-0.2694444,1,0,0
301804974105454592,1237654669735362781,149.424,-0.3548889,0,1,0
301805248983361536,1237648720680517751,149.45,-0.4330555,1,0,0
301805523861268480,1237654669735362907,149.5562,-0.3866111,0,0,1
301806073617082368,1237654669735362839,149.4776,-0.3971944,1,0,0
301806348494989312,1237651800696946974,149.4227,-0.3107222,1,0,0
301806898250803200,1237651800697012441,149.5813,-0.3062778,0,0,1
301807173128710144,1237654669735362837,149.4721,-0.362,0,0,1
301807722884524032,1237648720143384777,148.9659,-0.9928333,0,0,1
301810746541500416,1237648720143450191,149.0315,-0.9556667,1,0,0
301811021419407360,1237654669198295180,149.0424,-0.7498889,0,0,1
301811296297314304,1237648720143450190,149.0161,-0.9424167,0,0,1
301811571175221248,1237648720143450228,149.0683,-0.9726389,0,0,1
301812120931035136,1237648720143384699,148.9797,-0.9370833,0,0,1
301812670686849024,1237648720143450317,149.087,-0.9038056,1,0,0
301812945564755968,1237654670272037038,149.091,0.01116667,0,0,1
301813220442662912,1237654670272168092,149.2642,0.019,0,0,1
301813770198476800,1237654669735231668,149.1713,-0.3634167,0,0,1
301814045076383744,1237654669735231731,149.2332,-0.3941111,0,0,1
301814594832197632,1237648720680452107,149.3001,-0.4242778,0,0,1
301814869710104576,1237651800696946882,149.3111,-0.3105278,1,0,0
301815144588011520,1237654669735297421,149.2958,-0.3699445,1,0,0
301815419465918464,1237651800696881308,149.2514,-0.2898056,1,0,0
301815694343825408,1237654670272168112,149.2888,0.009138889,0,1,0
301815969221732352,1237648721217257674,149.2189,-0.08486111,0,0,1
301816244099639296,1237648721217323196,149.2995,-0.1594445,1,0,0
301816518977546240,1237654669735231754,149.2533,-0.3903055,0,0,1
301817068733360128,1237654670272102594,149.2236,0.08433333,0,0,1
301817343611267072,1237648721217257691,149.2348,-0.07405555,0,0,1
301817893367080960,1237648721217257701,149.255,-0.1600278,0,0,1
301818168244987904,1237651800696881341,149.2707,-0.2640833,0,0,1
301819267756615680,1237650795147165900,148.2413,-0.79525,0,0,1
301820367268243456,1237648720143122520,148.2657,-0.96025,0,0,1
301821466779871232,1237648720680190139,148.7834,-0.5657222,0,0,1
301822016535685120,1237650795147296873,148.4657,-0.8251944,0,0,1
301823940681033728,1237648721216667953,147.8268,-0.1668611,0,0,1
301824490436847616,1237648721217192192,149.0594,-0.02066667,0,0,1
301825040192661504,1237648721217192171,149.0462,-0.07763889,0,1,0
301825315070568448,1237648721217061096,148.842,-0.07236111,0,0,1
301825589948475392,1237648721216798756,148.1725,-0.06469444,0,0,1
301825864826382336,1237651800696291663,147.8981,-0.3181111,0,0,1
301826139704289280,1237651801233686714,149.0612,0.103,1,0,0
301826414582196224,1237648721216929816,148.4329,-0.09022222,0,0,1
301826689460103168,1237651800696815807,149.0493,-0.3031389,1,0,0
301826964338010112,1237654669735035113,148.7068,-0.3446389,0,0,1
301827788971730944,1237648721217126716,148.9691,-0.1790833,0,0,1
301828338727544832,1237650795684168020,148.5845,-0.3355833,1,0,0
301828613605451776,1237651800696815746,149.007,-0.2410278,0,0,1
301829987994986496,1237648722827673705,148.7562,1.069083,1,0,0
301832187018242048,1237651752386101351,148.8466,0.8788334,0,0,1
301832461896148992,1237648722827346154,147.9881,1.101,1,0,0
301833011651962880,1237650797294715135,148.3249,1.037917,0,0,1
301834935797311488,1237648721753932012,148.8038,0.2848056,0,1,0
301836035308939264,1237651801770230089,148.3597,0.6246389,1,0,0
301836310186846208,1237651801770295470,148.4363,0.5688889,0,0,1
301836585064753152,1237648721753931939,148.7298,0.3786389,1,0,0
301837959454287872,1237648721753735482,148.3615,0.2936944,1,0,0
301838509210101760,1237651801770295423,148.4083,0.58875,0,0,1
301838784088008704,1237648721753669809,148.1454,0.2499444,0,0,1
301839058965915648,1237651801770230057,148.386,0.6021667,1,0,0
301839333843822592,1237648722290606344,148.317,0.6681389,0,0,1
301839608721729536,1237650796757909657,148.4596,0.4400555,1,0,0
301839883599636480,1237648722290802804,148.7378,0.6332222,0,0,1
301840708233357312,1237651752923037850,149.0115,1.240361,0,0,1
301842082622892032,1237653663647727796,148.9065,1.001222,0,0,1
301842632378705920,1237651752386101411,148.9366,0.8608056,0,0,1
301843182134519808,1237651752386232431,149.1724,0.8492222,0,0,1
301844006768240640,1237651752386232437,149.1779,0.9302222,1,0,0
301844281646147584,1237651752923037815,149.101,1.231917,0,0,1
301845381157775360,1237648722827739232,148.9448,1.125639,0,0,1
301845656035682304,1237651752386167108,149.1141,0.9316667,0,0,1
301846480669403136,1237651801770623128,149.1719,0.5988055,1,0,0
301847030425217024,1237648722290934016,149.1396,0.7508611,0,0,1
301847305303123968,1237651801233752151,149.159,0.1531667,1,0,0
301847855058937856,1237648722290933820,149.0792,0.6473889,0,0,1
301848129936844800,1237651801770623100,149.1391,0.5969722,0,0,1
301848404814751744,1237648722290933840,149.1216,0.7089167,1,0,0
301848954570565632,1237648721754128529,149.2142,0.2088056,0,1,0
301849504326379520,1237651801770492054,148.9515,0.5569167,0,0,1
301849779204286464,1237648721754062996,149.0058,0.3580278,0,1,0
301850054082193408,1237648722290934014,149.1388,0.6435834,0,0,1
301850328960100352,1237648721753932060,148.8257,0.3893056,0,0,1
301851153593821184,1237648721753997587,148.9735,0.2223611,0,0,1
301851978227542016,1237648722291065049,149.3377,0.8149444,1,0,0
301852527983355904,1237648722827870265,149.2952,1.140167,0,0,1
301853077739169792,1237653663647924369,149.3386,1.003667,0,0,1
301853352617076736,1237648722827870311,149.1939,1.070194,0,0,1
301853627494983680,1237648722290999349,149.2281,0.8378333,0,0,1
301854177250797568,1237651752386232440,149.1842,0.9683889,0,0,1
301854452128704512,1237653663647924379,149.3565,1.0035,0,0,1
301854727006611456,1237648722290999466,149.1946,0.8165833,0,0,1
301855551640332288,1237651752386298112,149.3247,0.9651667,0,0,1
301855826518239232,1237653663647924434,149.363,0.9855,1,0,0
301856101396146176,1237651752386298007,149.3246,0.9826389,0,1,0
301856651151960064,1237651752386232461,149.2129,0.9018056,0,0,1
301856926029867008,1237648722291065035,149.3299,0.6908056,1,0,0
301857200907773952,1237648722290999434,149.1762,0.757,1,0,0
301857475785680896,1237648721754193956,149.3412,0.2988611,1,0,0
301857750663587840,1237651801770623204,149.2413,0.5733889,0,0,1
301858025541494784,1237648721754128586,149.2502,0.2742778,1,0,0
301858300419401728,1237648721754128598,149.2576,0.3565,1,0,0
301858575297308672,1237651801770623057,149.2318,0.5270278,0,0,1
301859125053122560,1237648722290999549,149.29,0.66875,1,0,0
301859399931029504,1237651801233752248,149.2299,0.2068889,0,0,1
301859674808936448,1237651801233817828,149.344,0.1836111,0,0,1
301859949686843392,1237648722290999583,149.2903,0.6519722,0,0,1
301860224564750336,1237648722291064875,149.3386,0.7064167,0,0,1
301860499442657280,1237648722291065018,149.3047,0.7021945,1,0,0
301860774320564224,1237651801233817794,149.3068,0.1986944,1,0,0
301861049198471168,1237651801233817797,149.3097,0.135,1,0,0
301861324076378112,1237651801770623195,149.2402,0.5509722,0,0,1
301861598954285056,1237651801233752282,149.2596,0.1799722,0,0,1
301862148710098944,1237651801233752266,149.2481,0.1580278,0,0,1
301862698465912832,1237651752386429055,149.5958,0.9527223,0,0,1
301862973343819776,1237648722291196011,149.6103,0.8206667,0,0,1
301863523099633664,1237653663648055418,149.5493,1.029806,0,0,1
301863797977540608,1237651752386363661,149.5339,0.9146111,0,0,1
301864072855447552,1237651752386298080,149.4172,0.9598055,1,0,0
301864347733354496,1237648722828066950,149.6251,1.181972,1,0,0
301864897489168384,1237651752386298094,149.438,0.8615,0,1,0
301865172367075328,1237648722291130599,149.4609,0.7953611,1,0,0
301866271878703104,1237648722291130417,149.503,0.8125556,0,0,1
301866821634516992,1237648722828001424,149.5059,1.089111,0,0,1
301867371390330880,1237651752386298087,149.4272,0.9112778,0,1,0
301868196024051712,1237651801770688747,149.3623,0.5331111,1,0,0
301868470901958656,1237651801770754237,149.4888,0.55525,1,0,0
301868745779865600,1237651801770754260,149.5381,0.6008334,0,0,1
301869020657772544,1237648722291130535,149.4987,0.749,0,0,1
301869845291493376,1237651801770754182,149.4459,0.5718889,0,0,1
301870120169400320,1237651801770688761,149.3702,0.5881667,0,0,1
301870669925214208,1237648722291065136,149.4303,0.6899167,1,0,0
301870944803121152,1237651801233883164,149.4843,0.2063889,1,0,0
301871219681028096,1237648721754194216,149.4127,0.3325556,1,0,0
301871494558935040,1237648721754194152,149.3482,0.3147222,0,0,1
301871769436841984,1237651801233883218,149.5201,0.1742222,0,0,1
301872044314748928,1237648721754259577,149.5506,0.23725,1,0,0
301872319192655872,1237648721754259703,149.5081,0.2961111,0,0,1
301872868948469760,1237648721754194200,149.3947,0.2386667,1,0,0
301873143826376704,1237651801770754287,149.5555,0.561,0,0,1
301873418704283648,1237651801770819744,149.6208,0.5747778,0,0,1
301873693582190592,1237648721754390626,149.8669,0.2874167,0,0,1
301873968460097536,1237651801770819617,149.6474,0.5699444,1,0,0
301874518215911424,1237648721754390963,149.8717,0.3595555,0,0,1
301874793093818368,1237651801770819724,149.6026,0.5341945,0,0,1
301875342849632256,1237648721754390731,149.841,0.3412222,0,0,1
301875617727539200,1237648722291196052,149.6474,0.7427778,1,0,0
301875892605446144,1237648722291196073,149.6667,0.7359167,0,0,1
301876167483353088,1237651801233948916,149.7077,0.1614444,1,0,0
301876442361260032,1237648722291196127,149.7233,0.6875278,0,0,1
301876717239166976,1237648721754390708,149.8094,0.3023055,0,0,1
301877266994980864,1237648721754325237,149.6135,0.3824722,0,1,0
301877541872887808,1237648721754390765,149.869,0.3931667,1,0,0
301877816750794752,1237651801233883399,149.5599,0.1403333,0,0,1
301878091628701696,1237648721754325260,149.6352,0.3491667,0,0,1
301878366506608640,1237651801233948845,149.6037,0.1610555,1,0,0
301878916262422528,1237651801770950893,150.0037,0.53225,0,0,1
301879191140329472,1237654670809301181,149.916,0.4473056,0,0,1
301879740896143360,1237651801770950770,149.9147,0.5866666,0,0,1
301880015774050304,1237651801770950802,149.9155,0.5410278,1,0,0
301880290651957248,1237651801770950883,149.9855,0.6221111,0,0,1
301881115285678080,1237654670809366647,150.017,0.4958611,0,0,1
301881665041491968,1237651801770950747,149.8869,0.5859166,0,0,1
301881939919398912,1237648721754456209,149.8983,0.3454722,0,1,0
301882214797305856,1237654670809301229,149.9804,0.4678889,0,0,1
301882489675212800,1237654670809301212,149.9575,0.4369167,0,0,1
301882764553119744,1237651801770950656,149.9093,0.5131389,1,0,0
301883039431026688,1237654670809301111,149.994,0.4803889,0,0,1
301883314308933632,1237654670809301140,149.8946,0.4794167,0,0,1
301883864064747520,1237648721754456238,149.9199,0.3573889,0,0,1
301884138942654464,1237648721754456229,149.915,0.3328055,1,0,0
301884413820561408,1237651752386429147,149.7182,0.8705278,1,0,0
301885238454282240,1237653663648121030,149.7223,1.020972,1,0,0
301885788210096128,1237653663648120852,149.6899,1.00375,0,0,1
301887437477537792,1237648722291196120,149.7077,0.8367222,1,0,0
301887712355444736,1237648722828132509,149.7653,1.146417,0,0,1
301887987233351680,1237648722291196137,149.729,0.8128055,0,0,1
301888262111258624,1237651752386429114,149.677,0.8763889,0,0,1
301889361622886400,1237651752386429097,149.6573,0.87075,1,0,0
301889911378700288,1237648722291392551,150.1015,0.7045833,1,0,0
301890186256607232,1237651801771016326,150.066,0.51725,0,0,1
301890461134514176,1237648722291392795,150.1298,0.7589445,0,0,1
301890736012421120,1237654670809366810,150.0925,0.4554167,0,0,1
301891010890328064,1237648722291392782,150.1098,0.7585278,0,0,1
301891285768235008,1237648721754521762,150.0696,0.2756389,1,0,0
301891560646141952,1237651801771016391,150.1321,0.5489445,0,1,0
301892110401955840,1237651801770950656,150.027,0.5101666,0,0,1
301892385279862784,1237654670809366725,150.1053,0.4980833,1,0,0
301892660157769728,1237651801234211006,150.1931,0.2080278,0,0,1
301892935035676672,1237651801234145420,150.0388,0.1970278,0,0,1
301893484791490560,1237648721754456298,150.0291,0.2193889,0,1,0
301893759669397504,1237654670809366712,150.0822,0.47825,0,0,1
301894584303118336,1237651801234145482,150.0906,0.17475,0,0,1
301895134058932224,1237648721754521800,150.108,0.2335556,0,1,0
301896233570560000,1237651752386691219,150.2823,0.8532223,0,1,0
301896783326373888,1237648722291327155,149.9487,0.8188056,0,1,0
301897333082187776,1237648722291327165,149.9502,0.7801389,1,0,0
301897607960094720,1237648722828197995,149.915,1.099528,0,0,1
301898157715908608,1237648722828132569,149.8211,1.153472,0,0,1
301898432593815552,1237651752386494593,149.8157,0.9673055,0,0,1
301898707471722496,1237651752386494572,149.7886,0.8765,0,0,1
301898982349629440,1237648722828197973,149.8947,1.088694,0,0,1
301899532105443328,1237648722828132567,149.8144,1.129028,0,0,1
301900081861257216,1237651752386494626,149.8677,0.9101111,0,0,1
301900906494978048,1237654670809432301,150.2872,0.4548333,0,0,1
301901181372884992,1237648721754587388,150.2408,0.3759167,0,0,1
301901456250791936,1237648721754587348,150.1952,0.2447222,0,0,1
301901731128698880,1237651801771082110,150.3118,0.6007222,1,0,0
301902006006605824,1237654670809432214,150.196,0.4996111,0,1,0
301902280884512768,1237651801771081893,150.2283,0.5921111,0,0,1
301902555762419712,1237651801771081772,150.2225,0.5524722,0,0,1
301902830640326656,1237651801771081880,150.2026,0.5955555,1,0,0
301903380396140544,1237651801771081939,150.2896,0.5865,0,0,1
301903655274047488,1237648721754587439,150.2984,0.2256944,0,0,1
301904205029861376,1237648721754587398,150.2479,0.3066944,0,0,1
301904479907768320,1237648721754587493,150.2984,0.2529167,1,0,0
301904754785675264,1237648721754587405,150.2572,0.2146111,1,0,0
301905029663582208,1237648721754587278,150.2995,0.3293333,1,0,0
301905304541489152,1237648721754587425,150.2661,0.3061111,0,0,1
301905579419396096,1237648721754587374,150.2184,0.2614722,0,0,1
301905854297303040,1237651801771081883,150.2038,0.5413611,0,0,1
301906404053116928,1237648722291523668,150.3465,0.8165833,0,0,1
301907228686837760,1237651752923431038,149.8958,1.257556,0,0,1
301907778442651648,1237648722828263654,150.1665,1.0685,0,0,1
301908328198465536,1237651752386691182,150.2201,1.004556,0,0,1
301908603076372480,1237648722828198080,150.0335,1.204472,0,0,1
301908877954279424,1237651752386560083,150.035,0.9847777,0,0,1
301909152832186368,1237648722291392727,150.0531,0.7741944,1,0,0
301909977465907200,1237651752386691199,150.2615,0.8703611,0,0,1
301910802099628032,1237648722291458220,150.1935,0.7826389,1,0,0
301911076977534976,1237651752386625763,150.1405,0.8560556,0,0,1
301911626733348864,1237648722291327170,149.9565,0.8323056,1,0,0
301911901611255808,1237651801771147421,150.4527,0.5398889,0,1,0
301912176489162752,1237654670809497758,150.3906,0.4486667,0,0,1
301912451367069696,1237651801771147264,150.448,0.5115833,0,0,1
301912726244976640,1237648721754652783,150.364,0.3485,0,0,1
301913001122883584,1237651801771147407,150.4218,0.6248333,0,0,1
301913276000790528,1237654670809497919,150.4232,0.463,0,0,1
301913550878697472,1237648721754652831,150.4205,0.4055278,0,0,1
301914100634511360,1237648721754718378,150.5026,0.3308056,1,0,0
301914375512418304,1237651801771147487,150.3767,0.6006389,0,0,1
301914650390325248,1237648721754652794,150.3737,0.2571944,0,0,1
301914925268232192,1237651801234342066,150.5195,0.1689444,0,0,1
301915200146139136,1237651801234210980,150.3188,0.1209722,1,0,0
301915475024046080,1237648721754718394,150.5285,0.2577222,0,0,1
301916024779859968,1237651801234342055,150.5026,0.1789167,0,0,1
301916299657766912,1237651801234276557,150.3655,0.1551111,1,0,0
301916574535673856,1237651801234342050,150.4857,0.1878056,1,0,0
301917124291487744,1237651801234276465,150.3385,0.1570833,0,0,1
302867376343377920,1237648720144498828,151.5065,-0.9684167,0,0,1
302868475855005696,1237648720144564429,151.5709,-0.9028333,0,0,1
302868750732912640,1237654669199540319,151.8481,-0.7592222,0,0,1
302869575366633472,1237654669199409285,151.5174,-0.81425,0,0,1
302869850244540416,1237654669199474812,151.6887,-0.7580278,0,0,1
302870125122447360,1237648720144564402,151.6771,-0.8926111,1,0,0
302870400000354304,1237648720144564384,151.6422,-0.8843055,0,0,1
302870674878261248,1237654669199409340,151.5576,-0.7920555,0,0,1
302870949756168192,1237651800161058974,151.5395,-0.7405277,0,0,1
302871224634075136,1237654669199474842,151.7324,-0.76375,0,0,1
302871499511982080,1237648720144498823,151.5026,-0.9428055,0,0,1
302872049267795968,1237648720144564346,151.561,-0.9826944,0,0,1
302872599023609856,1237654669199343816,151.4676,-0.81325,1,0,0
302872873901516800,1237651800698061041,151.9658,-0.2719167,1,0,0
302873148779423744,1237648721218437217,151.9704,-0.1537778,0,1,0
302873423657330688,1237648721218502800,152.0383,-0.1320278,0,0,1
302873698535237632,1237651800698126540,152.0751,-0.2410278,0,0,1
302874523168958464,1237648720681566484,151.9519,-0.4748333,0,0,1
302874798046865408,1237648720681566475,151.9256,-0.5515833,0,1,0
302875347802679296,1237648704026443809,152.0202,-0.3898611,0,0,1
302875622680586240,1237654670273347775,152.0813,0.08105556,1,0,0
302875897558493184,1237648721218502873,152.1133,-0.03336111,0,0,1
302876172436400128,1237651801234997476,152.0994,0.1098333,1,0,0
302876722192214016,1237654670273347768,152.0765,0.06486111,0,0,1
302876997070120960,1237651800161190059,151.9369,-0.6353334,1,0,0
302877271948027904,1237651800698126548,152.0812,-0.2570556,0,0,1
302877546825934848,1237648721218437327,151.9585,-0.02025,0,0,1
302877821703841792,1237648721218437304,151.933,-0.1391944,1,0,0
302878096581748736,1237651800698061129,151.9368,-0.2220833,1,0,0
302881120238725120,1237648720144433323,151.3632,-0.8746111,0,1,0
302881395116632064,1237648720144433351,151.264,-0.8736389,0,0,1
302882769506166784,1237654669199343944,151.43,-0.774,0,0,1
302883869017794560,1237651800698060980,151.8331,-0.3079722,1,0,0
302884143895701504,1237648720681566422,151.8704,-0.5456945,0,0,1
302884418773608448,1237648720681566449,151.8867,-0.5585,0,0,1
302884968529422336,1237648720681566441,151.8808,-0.5206111,0,0,1
302885243407329280,1237648720681500944,151.8327,-0.5397222,1,0,0
302885793163143168,1237654669736345810,151.7392,-0.3696667,1,0,0
302886068041050112,1237648720681566431,151.8746,-0.5724722,0,0,1
302886342918957056,1237651800161124518,151.7879,-0.7328889,0,0,1
302886617796864000,1237651800698060990,151.8489,-0.2855555,0,0,1
302887167552677888,1237651800697995474,151.8238,-0.2603889,1,0,0
302887442430584832,1237648721218371809,151.831,-0.1515556,0,0,1
302887717308491776,1237648721218371781,151.7733,-0.1935555,0,1,0
302887992186398720,1237648721218371802,151.8231,-0.07869445,1,0,0
302888267064305664,1237648720681500888,151.765,-0.6198889,1,0,0
302889091698026496,1237654670273282147,151.8095,0.05580556,0,0,1
302890740965468160,1237654669199278376,151.2163,-0.8119444,0,0,1
302891015843375104,1237654669199212762,151.1613,-0.8133889,1,0,0
302892390232909824,1237648720144302260,151.0486,-1.022972,0,0,1
302892665110816768,1237648720144302235,150.9895,-1.032111,0,0,1
302893764622444544,1237648720144367860,151.2199,-0.9251111,1,0,0
302894864134072320,1237651800161059038,151.6493,-0.7333611,0,0,1
302895139011979264,1237648720681435326,151.6113,-0.5503611,0,0,1
302895413889886208,1237651800161059106,151.6742,-0.6787222,1,0,0
302895688767793152,1237651800697929785,151.63,-0.3111111,0,0,1
302895963645700096,1237648720681435341,151.6405,-0.5051111,0,0,1
302896238523607040,1237651800161059006,151.5916,-0.6801111,0,0,1
302896513401513984,1237648720681435344,151.6548,-0.4207222,0,0,1
302897338035234816,1237648720681500842,151.6999,-0.5036389,0,0,1
302897887791048704,1237651801234800855,151.6413,0.1115278,0,0,1
302898162668955648,1237654669736345611,151.6687,-0.4114445,0,1,0
302898437546862592,1237654670273216706,151.7238,0.006972222,0,0,1
302898987302676480,1237651800697929938,151.6583,-0.2181667,0,0,1
302899262180583424,1237648720681500838,151.6944,-0.6046111,0,0,1
302899537058490368,1237654670273151165,151.5955,0.06905556,1,0,0
302900911448025088,1237648720144105602,150.6398,-0.9093056,0,0,1
302901186325932032,1237648720144171054,150.6535,-1.003111,0,0,1
