,specobjid,objid8,ra,dec,Gtype
2704,307402043482466304,1237654669739360357,158.5795,-0.3425,UN
2705,307402318360373248,1237648721221451889,158.7781,-0.03033333,UN
2706,307402868116187136,1237654669739360373,158.5977,-0.2144444,S
2707,307403692749907968,1237648721221451899,158.7945,-0.1309167,UN
2708,307403967627814912,1237654669202161782,157.8776,-0.83075,S
2709,307404242505721856,1237648720147317038,157.8964,-0.9401389,S
2710,307404792261535744,1237648720147316997,157.8294,-0.8684444,UN
2711,307405067139442688,1237654669202227382,157.9707,-0.6827778,UN
2712,307405342017349632,1237654669202161768,157.8566,-0.7136389,UN
2713,307405616895256576,1237654669202227304,157.9933,-0.7778889,S
2714,307405891773163520,1237648720147317003,157.8448,-1.044278,UN
2715,307406441528977408,1237648720147317149,157.9504,-0.9706389,UN
2716,307406716406884352,1237654669202227322,158.0221,-0.7099722,S
2717,307406991284791296,1237648720147382529,158.1114,-1.019778,S
2718,307407266162698240,1237654669202161756,157.8195,-0.6702222,UN
2719,307407815918512128,1237648720147382482,158.035,-0.9373333,UN
2720,307408090796419072,1237654669202227328,158.0354,-0.6420278,UN
2721,307408640552232960,1237654669202227272,157.9398,-0.6410834,UN
2722,307408915430139904,1237654669202292928,158.096,-0.6616389,S
2723,307409740063860736,1237654669739229355,158.3841,-0.4183333,UN
2724,307410289819674624,1237654669739294868,158.4465,-0.2941667,UN
2725,307410564697581568,1237654669739360340,158.5508,-0.3812222,UN
2726,307410839575488512,1237648720684449913,158.464,-0.5613611,S
2727,307411389331302400,1237654669739360347,158.5626,-0.2521667,S
2728,307412488842930176,1237648721221320925,158.5338,-0.02933333,UN
2729,307413038598744064,1237648720684450005,158.5553,-0.4454444,S
2730,307413588354557952,1237648721221320918,158.5313,-0.04816667,UN
2731,307414138110371840,1237648720684449998,158.5468,-0.4611389,S
2732,307414962744092672,1237654669739229277,158.2529,-0.3804167,UN
2733,307416337133627392,1237648721221189802,158.2371,-0.1487778,S
2734,307416886889441280,1237648720684384353,158.303,-0.4574722,UN
2735,307417161767348224,1237654669739163785,158.2383,-0.4137778,UN
2736,307417436645255168,1237648720684384371,158.3326,-0.6016389,S
2737,307417711523162112,1237648721221189759,158.1945,-0.1577778,S
2738,307418811034789888,1237648721221189764,158.1985,-0.20475,S
2739,307419085912696832,1237648721221189696,158.1305,-0.1065833,UN
2740,307419360790603776,1237654669739229262,158.2423,-0.2328611,S
2741,307419635668510720,1237654669739229346,158.3774,-0.2560556,S
2742,307419910546417664,1237648720684318887,158.1786,-0.5038056,S
2743,307420185424324608,1237654669739229310,158.3067,-0.3980833,UN
2744,307420735180138496,1237651800700682240,157.8791,-0.3255278,S
2745,307421010058045440,1237654669739098267,158.07,-0.2619444,UN
2746,307421284935952384,1237654669739098206,157.9725,-0.3366667,UN
2747,307422109569673216,1237648720684187778,157.8385,-0.5960833,UN
2748,307422659325487104,1237648720684253351,158.0693,-0.4645278,UN
2749,307422934203394048,1237654669739098234,158.0019,-0.36175,UN
2750,307423483959207936,1237648721221058795,157.9348,-0.01833333,S
2751,307423758837114880,1237654669739098272,158.0722,-0.3293056,UN
2752,307424033715021824,1237648720684187700,157.9386,-0.5542222,UN
2753,307425133226649600,1237648721221124212,158.0139,-0.2059444,UN
2754,307425408104556544,1237648720684187880,157.9207,-0.5604722,UN
2755,307426782494091264,1237648720147251400,157.697,-0.9240278,E
2756,307427607127812096,1237648720147185980,157.5535,-0.9455833,S
2757,307428156883625984,1237654668665159775,157.5656,-1.101972,UN
2758,307428431761532928,1237648720147251446,157.789,-1.047056,UN
2759,307428706639439872,1237654669202096355,157.7796,-0.7559722,E
2760,307429256395253760,1237648720147185827,157.616,-0.9693056,UN
2761,307429806151067648,1237648720147185887,157.5513,-0.8436111,UN
2762,307430905662695424,1237648720684122284,157.8164,-0.63,UN
2763,307431455418509312,1237651800700551383,157.6643,-0.3104722,S
2764,307432005174323200,1237648721220927615,157.5524,-0.1796667,UN
2765,307432280052230144,1237648721220927605,157.5294,-0.1762222,UN
2766,307432554930137088,1237648721220993263,157.8026,-0.1900833,UN
2767,307432829808044032,1237648721220993194,157.7624,-0.08916666,UN
2768,307433104685950976,1237648721220993172,157.7417,-0.09261111,E
2769,307433654441764864,1237648721220993128,157.6848,-0.1536111,UN
2770,307433929319671808,1237648721220927511,157.5567,-0.1225833,UN
2771,307434204197578752,1237651800700551168,157.5437,-0.3243611,UN
2772,307434479075485696,1237648720684056722,157.5493,-0.4589167,UN
2773,307434753953392640,1237648720684122223,157.7517,-0.6276111,UN
2774,307435303709206528,1237648720684056833,157.553,-0.5238056,UN
2775,307435578587113472,1237648720684056712,157.5328,-0.5682222,S
2776,307436403220834304,1237654669738967204,157.7002,-0.3798333,UN
2777,307436678098741248,1237648720684056843,157.6261,-0.5177778,UN
2778,307437227854555136,1237648720147054825,157.2292,-0.9149722,UN
2779,307437502732462080,1237648720147120415,157.4088,-0.9738333,UN
2780,307437777610369024,1237648720147054871,157.3036,-1.044417,S
2781,307439701755717632,1237648720147120409,157.4004,-1.033611,S
2782,307439976633624576,1237654668665094371,157.4389,-1.099972,UN
2783,307440251511531520,1237654669202030843,157.5278,-0.8389722,E
2784,307440526389438464,1237651800163614997,157.5116,-0.6694167,S
2785,307441076145252352,1237654669201965633,157.4503,-0.7531389,UN
2786,307441351023159296,1237654668665094415,157.4233,-1.062417,UN
2787,307441625901066240,1237654669201899652,157.2084,-0.809,S
2788,307442175656880128,1237651800163549406,157.33,-0.6957778,S
2789,307442450534787072,1237648721220796646,157.354,-0.1166667,S
2790,307442725412694016,1237648721220796536,157.2396,-0.1302778,UN
2791,307443275168507904,1237648720683991154,157.5085,-0.6220555,UN
2792,307444924435949568,1237648720683991239,157.3806,-0.4727222,UN
2793,307445199313856512,1237651800700420340,157.3501,-0.2934167,UN
2794,307445749069670400,1237654669738770544,157.1925,-0.3719167,S
2795,307446023947577344,1237648720683860135,157.2048,-0.5636666,UN
2796,307446573703391232,1237648721220731094,157.2254,-0.03738889,S
2797,307447123459205120,1237648720683991365,157.5224,-0.4828333,UN
2798,307447673215019008,1237648720683925758,157.3508,-0.4488333,E
2799,307448772726646784,1237651800163352660,156.7968,-0.6960833,UN
2800,307450971749902336,1237651800163483701,157.1537,-0.7206666,UN
2801,307451521505716224,1237654669201768615,156.9957,-0.7819722,UN
2802,307451796383623168,1237654669201768528,156.8974,-0.7562778,S
2803,307452071261530112,1237654669201834217,157.1467,-0.7518611,UN
2804,307452346139437056,1237648720146923810,157.0495,-0.9217222,UN
2805,307453445651064832,1237651800700158083,156.626,-0.2514722,S
2806,307453720528971776,1237651800700223700,156.799,-0.30375,UN
2807,307453995406878720,1237648721220534309,156.769,-0.18925,S
2808,307454545162692608,1237648721220665440,156.934,-0.1257778,E
2809,307455094918506496,1237648721220468904,156.5576,-0.03358333,UN
2810,307455919552227328,1237648721220468924,156.5768,-0.17275,UN
2811,307456194430134272,1237648720683794683,157.068,-0.4706111,UN
2812,307456744185948160,1237654669738442974,156.5078,-0.4135,E
2813,307457019063855104,1237654669738443002,156.5685,-0.3796111,UN
2814,307457568819668992,1237651800700223719,156.8366,-0.2425,UN
2815,307459218087110656,1237648722831343722,157.1206,1.249861,UN
2816,307459492965017600,1237648722294341804,156.8085,0.6805,UN
2817,307459767842924544,1237648722294341786,156.7878,0.7854722,S
2818,307460592476645376,1237654671349252233,156.9674,0.8533611,S
2819,307460867354552320,1237648722831343718,157.114,1.089083,UN
2820,307461691988273152,1237648722294276393,156.727,0.6321389,S
2821,307463066377807872,1237648722294276350,156.6663,0.716,E
2822,307463891011528704,1237648722294276424,156.765,0.6998611,E
2823,307464715645249536,1237654670812184782,156.5564,0.4676389,UN
2824,307464990523156480,1237651801773899966,156.7231,0.5580834,UN
2825,307465540278970368,1237651801773834392,156.5351,0.593,UN
2826,307466639790598144,1237651801237028909,156.7213,0.1420833,UN
2827,307467189546412032,1237654670275379362,156.6876,0.08455556,S
2828,307467739302225920,1237654670275313821,156.5397,0.02052778,UN
2829,307468014180132864,1237654670275444806,156.7664,0.06347222,UN
2830,307468289058039808,1237654670275313843,156.5756,0.07033333,S
2831,307468838813853696,1237651801773834462,156.5981,0.5272222,UN
2832,307469388569667584,1237648721757470928,156.785,0.3893056,UN
2833,307469938325481472,1237648722831409199,157.3754,1.060028,UN
2834,307470488081295360,1237651752389771403,157.3364,0.9895555,UN
2835,307470762959202304,1237648722831409299,157.3483,1.162972,UN
2836,307471587592923136,1237648722831409261,157.3007,1.113917,UN
2837,307471862470830080,1237651752389771391,157.3299,0.9727778,UN
2838,307472412226643968,1237648722294538414,157.2786,0.7848611,S
2839,307472687104550912,1237648722294472925,157.226,0.7195278,E
2840,307472961982457856,1237648722294603908,157.3898,0.6642222,S
2841,307473511738271744,1237648722294603919,157.3945,0.8053333,UN
2842,307474061494085632,1237648722294603958,157.4588,0.6355556,S
2843,307474886127806464,1237654671349448811,157.408,0.9246666,UN
2844,307475710761527296,1237651801774227600,157.3947,0.6269444,UN
2845,307476260517341184,1237654670812577988,157.4538,0.4845278,UN
2846,307476535395248128,1237654670812578105,157.4649,0.5008056,S
2847,307476810273155072,1237651801237356677,157.444,0.1455556,UN
2848,307477360028968960,1237654670812577877,157.4463,0.4508611,UN
2849,307477909784782848,1237654670812578010,157.4802,0.4311111,UN
2850,307479833930131456,1237648721757536478,157.0279,0.3877222,UN
2851,307480108808038400,1237654670812512407,157.2195,0.4571667,UN
2852,307481483197573120,1237648722294669507,157.6321,0.80125,UN
2853,307482032953387008,1237648722831474819,157.4704,1.143306,E
2854,307482307831293952,1237651752389902504,157.6668,1.020556,UN
2855,307482582709200896,1237648722831474843,157.4913,1.095083,UN
2856,307482857587107840,1237648722831540382,157.6267,1.076611,S
2857,307483957098735616,1237648722294669535,157.6718,0.7881666,E
2858,307484231976642560,1237648722294669392,157.6012,0.6370834,UN
2859,307484781732456448,1237648722294603978,157.4856,0.7589722,UN
2860,307485056610363392,1237654671349514442,157.6086,0.8507778,S
2861,307485606366177280,1237654671349514361,157.51,0.8739722,UN
2862,307485881244084224,1237651752389836939,157.46,0.9874167,S
2863,307486156121991168,1237651752389902468,157.597,0.9689722,S
2864,307486430999898112,1237651801774358588,157.7717,0.5408056,S
2865,307486705877805056,1237651801774358737,157.7515,0.5753334,S
2866,307486980755712000,1237648721757864179,157.7617,0.3902778,S
2867,307487530511525888,1237654670812709048,157.76,0.4364444,UN
2868,307488080267339776,1237651801774227653,157.5069,0.5513611,UN
2869,307488355145246720,1237654670812709029,157.7452,0.4988611,S
2870,307488630023153664,1237654670812709076,157.6572,0.4910555,UN
2871,307488904901060608,1237648721757864147,157.7245,0.3188611,UN
2872,307489454656874496,1237648721757863981,157.6797,0.3412222,UN
2873,307489729534781440,1237654670812709053,157.766,0.4765556,UN
2874,307490004412688384,1237654670812774508,157.7936,0.4888056,S
2875,307490554168502272,1237654670275772567,157.5458,0.01047222,UN
2876,307490829046409216,1237648721757864130,157.7025,0.4029722,UN
2877,307491103924316160,1237648721757798654,157.6091,0.3138889,UN
2878,307491653680130048,1237651801237487897,157.77,0.1084444,UN
2879,307491928558036992,1237654671349645403,157.8048,0.9206389,UN
2880,307492753191757824,1237648722831605966,157.7999,1.064417,S
2881,307493577825478656,1237651752390099096,158.0643,0.9862778,UN
2882,307493852703385600,1237648722294800545,157.8636,0.7684722,S
2883,307494127581292544,1237648722831736972,158.0299,1.256056,UN
2884,307494402459199488,1237648722831737006,158.0558,1.228361,UN
2885,307494677337106432,1237648722294866111,158.057,0.7093056,E
2886,307494952215013376,1237648722294866068,158.011,0.8371944,S
2887,307495227092920320,1237648722294800537,157.8586,0.7504167,UN
2888,307495501970827264,1237648722294734997,157.7375,0.7469722,UN
2889,307495776848734208,1237651752389968017,157.7555,1.015361,UN
2890,307496326604548096,1237648722294734992,157.7205,0.6436111,UN
2891,307496601482455040,1237648722294735005,157.7587,0.7673611,UN
2892,307497151238268928,1237648722831671501,157.9538,1.122944,S
2893,307497426116175872,1237654670812774584,157.8965,0.4753611,S
2894,307497700994082816,1237648721757929589,157.8453,0.259,S
2895,307497975871989760,1237648721757929638,157.9312,0.2559444,E
2896,307498250749896704,1237648721757929562,157.9405,0.3879167,S
2897,307498525627803648,1237648721757929667,157.9594,0.2979722,UN
2898,307499075383617536,1237648721757995340,157.998,0.2756944,UN
2899,307499350261524480,1237648721757929634,157.9288,0.2901389,UN
2900,307499625139431424,1237654670812774549,157.8552,0.4387778,UN
2901,307499900017338368,1237654670812774667,157.8096,0.48725,UN
2902,307500174895245312,1237654670812774526,157.8165,0.46875,E
2903,307500724651059200,1237648721757995234,157.9988,0.2286667,UN
2904,307501549284780032,1237648721757929604,157.8664,0.2252778,UN
2905,307501824162686976,1237648721757929485,157.8399,0.2311111,UN
2906,307502099040593920,1237648721757929507,157.8701,0.2485278,UN
2907,307502373918500864,1237651801237553478,157.9121,0.1239722,S
2908,307502648796407808,1237648721757929654,157.9356,0.2128889,UN
2909,307502923674314752,1237654670812840148,158.0761,0.6133611,E
2910,307503198552221696,1237654670812905581,158.0902,0.5995833,S
2911,307503473430128640,1237654670812905613,158.1394,0.5313889,E
2912,307503748308035584,1237654670812840137,158.0595,0.4860833,UN
2913,307504298063849472,1237654670812840100,158.009,0.5900834,UN
2914,307504572941756416,1237648721758060655,158.1427,0.3509722,UN
2915,307504847819663360,1237648721758060659,158.1457,0.3745556,UN
2916,307505122697570304,1237648722294866083,158.0242,0.6298889,UN
2917,307505397575477248,1237654670812905618,158.1427,0.5829445,S
2918,307505947331291136,1237648721758060702,158.258,0.3168889,S
2919,307506771965011968,1237654670276034717,158.1912,0.15275,S
2920,307507321720825856,1237654670276100141,158.2608,0.09530555,UN
2921,307507596598732800,1237654670276100134,158.2391,0.04008333,UN
2922,307507871476639744,1237648721757995239,158.0027,0.2603889,UN
2923,307508696110360576,1237648721758126309,158.3355,0.37,UN
2924,307508970988267520,1237654670812971161,158.3583,0.5359445,UN
2925,307509520744081408,1237654670813036663,158.4945,0.6105555,S
2926,307510070499895296,1237654670812971212,158.3437,0.5729722,UN
2927,307510345377802240,1237654670276100252,158.3133,0.0008333334,UN
2928,307510620255709184,1237648721758191792,158.4811,0.3958611,E
2929,307510895133616128,1237654670813036633,158.4303,0.5459167,E
2930,307511170011523072,1237648721758191768,158.4658,0.4149167,S
2931,307511444889430016,1237654670276165946,158.392,0.03330556,UN
2932,307511994645243904,1237654670276166012,158.3913,0.088,UN
2933,307512269523150848,1237654670812971063,158.3318,0.6052222,UN
2934,307512544401057792,1237654670276165783,158.4175,0.199,S
2935,307512819278964736,1237654670276165801,158.455,0.1615278,UN
2936,307513094156871680,1237648721758126382,158.3322,0.4161389,UN
2937,307513369034778624,1237654670276100181,158.3472,0.1580833,UN
2938,307513643912685568,1237654670276165820,158.4853,0.07086111,UN
2939,307513918790592512,1237651752390230126,158.3353,0.9958889,UN
2940,307515018302220288,1237651752390230088,158.2732,0.9961389,UN
2941,307515293180127232,1237648722831868077,158.3881,1.10975,UN
2942,307515568058034176,1237651752390230161,158.3916,1.011667,E
2943,307515842935941120,1237651752390230185,158.3081,1.040361,UN
2944,307516392691755008,1237651752390164577,158.1565,1.040556,UN
2945,307516667569661952,1237654671349776494,158.1389,0.9348889,UN
2946,307517492203382784,1237651752390164629,158.1235,0.9975833,UN
2947,307518316837103616,1237648722831868049,158.3391,1.053389,UN
2948,307518591715010560,1237648722294931779,158.2596,0.6304167,UN
2949,307518866592917504,1237648722294866126,158.0753,0.8050278,UN
2950,307519416348731392,1237648721758257266,158.5804,0.3670278,S
2951,307519966104545280,1237654670813036676,158.518,0.4385,UN
2952,307520240982452224,1237648721758257293,158.633,0.3323889,S
2953,307520515860359168,1237654670813102210,158.5679,0.6035833,UN
2954,307520790738266112,1237654670276231299,158.5915,0.1556667,E
2955,307521065616173056,1237654670813102254,158.5443,0.60725,UN
2956,307521340494080000,1237648721758191841,158.5537,0.4026944,UN
2957,307521890249893888,1237648721758191964,158.5319,0.3812222,S
2958,307522165127800832,1237654670276231328,158.6219,0.06816667,E
2959,307522440005707776,1237654670276231266,158.5521,0.006666667,UN
2960,307522714883614720,1237648721758191820,158.5036,0.2265833,UN
2961,307523264639428608,1237648721758191809,158.5017,0.4109167,UN
2962,307523539517335552,1237648721758257272,158.5876,0.3403333,UN
2963,307523814395242496,1237654670276165903,158.5163,0.05661111,E
2964,307524089273149440,1237654670276231378,158.5852,0.03913889,UN
2965,307524639028963328,1237654670276165939,158.536,0.001,S
2966,307524913906870272,1237651752390295637,158.5435,1.005806,UN
2967,307526563174311936,1237654671349907665,158.532,0.8934722,UN
2968,307526838052218880,1237654671349907524,158.5103,0.9469444,UN
2969,307527662685939712,1237648722295128260,158.6151,0.8241667,UN
2970,307527937563846656,1237648722295062733,158.4703,0.6310833,UN
2971,307528212441753600,1237654671349907574,158.4706,0.9279722,UN
2972,307528762197567488,1237654671350038590,158.701,0.9470834,UN
2973,307529037075474432,1237651752390230214,158.3987,1.034694,UN
2974,307529311953381376,1237648722295062739,158.4788,0.7474167,UN
2975,307529586831288320,1237648722295128185,158.6115,0.6705278,S
2976,307529861709195264,1237648722295062726,158.4691,0.73425,S
2977,307530136587102208,1237648722831933523,158.4744,1.117528,S
2978,307530411465009152,1237654670813167821,158.7047,0.5925834,UN
2979,307530686342916096,1237648721758257313,158.67,0.3545555,S
2980,307530961220823040,1237654670276231237,158.6831,0.1629445,UN
2981,307531236098729984,1237654670813167710,158.7527,0.5941667,E
2982,307532060732450816,1237654670813233302,158.952,0.5835,UN
2983,307532335610357760,1237654670813167683,158.7274,0.5653333,UN
2984,307533160244078592,1237654670276362362,158.9128,0.05580556,UN
2985,307533435121985536,1237654670813233283,158.9099,0.4873056,UN
2986,307533984877799424,1237654670276362376,158.932,0.008555556,UN
2987,307534809511520256,1237648721758257329,158.6987,0.3018611,S
2988,307535084389427200,1237654670276296844,158.8025,0.02294444,UN
2989,307535359267334144,1237648721758323068,158.7328,0.3578889,S
2990,307535634145241088,1237654670813233258,158.8688,0.4878611,UN
2991,307535909023148032,1237648722295193789,158.835,0.7180278,UN
2992,307537008534775808,1237651752390492320,159.0086,0.9890556,UN
2993,307537833168496640,1237651752390492226,158.8749,1.009417,UN
2994,307538382924310528,1237651752390426672,158.7284,0.9894167,UN
2995,307538932680124416,1237648722295193762,158.782,0.7117222,S
2996,307539482435938304,1237648722295193797,158.8423,0.8042778,S
2997,307540032191752192,1237648722295128122,158.7108,0.6763889,E
2998,307540581947566080,1237648722295390321,159.1848,0.6493056,UN
2999,307540856825473024,1237648722295193750,158.7657,0.6472778,S
3000,307541681459193856,1237648721758519438,159.239,0.22975,S
3001,307542506092914688,1237654670813364340,159.2573,0.4855278,UN
3002,307542780970821632,1237648721758519422,159.2223,0.3068889,S
3003,307543055848728576,1237648721758453988,159.137,0.2894722,S
3004,307543330726635520,1237654670276559120,159.3709,0.1942778,UN
3005,307543605604542464,1237654670813364319,159.2193,0.5513611,UN
3006,307543880482449408,1237648721758453925,159.0501,0.2617222,S
3007,307544705116170240,1237654670276427952,159.024,0.1018889,E
3008,307544979994077184,1237654670276559073,159.3055,0.146,UN
3009,307545254871984128,1237654670276427944,158.997,0.19525,S
3010,307545529749891072,1237654670276559082,159.3158,0.08052777,S
3011,307545804627798016,1237654670276428014,159.0935,0.07744444,S
3012,307546079505704960,1237654670276427991,159.0455,0.1388611,UN
3013,308496881447626752,1237648720148496495,160.5767,-0.9091945,S
3014,308497156325533696,1237654669203407013,160.7348,-0.7271944,S
3015,308497431203440640,1237654669203341509,160.6291,-0.7152778,UN
3016,308497706081347584,1237648720148562139,160.7906,-0.9213889,UN
3017,308498530715068416,1237648720148496526,160.6134,-1.029222,UN
3018,308498805592975360,1237648720148562056,160.7326,-0.9281667,UN
3019,308499080470882304,1237654669203341485,160.5827,-0.7928056,UN
3020,308499355348789248,1237648720148496481,160.5496,-1.016417,UN
3021,308499630226696192,1237648720148562180,160.6927,-0.9761111,S
3022,308499905104603136,1237654669203406961,160.657,-0.6859444,UN
3023,308500454860417024,1237648720148562065,160.7502,-0.8815556,UN
3024,308500729738323968,1237654669203472492,160.8642,-0.7988889,UN
3025,308501004616230912,1237654669203472490,160.826,-0.6921389,UN
3026,308501279494137856,1237654669203341499,160.5996,-0.7273611,UN
3027,308501554372044800,1237654668666536015,160.734,-1.069556,S
3028,308501829249951744,1237654669203341490,160.5919,-0.8056945,UN
3029,308502104127858688,1237654669203406855,160.6347,-0.6995278,UN
3030,308502379005765632,1237648721222500489,161.1814,-0.1944722,UN
3031,308502653883672576,1237648721222500466,161.1471,-0.07683333,UN
3032,308502928761579520,1237654669740474499,161.2069,-0.2501944,E
3033,308503478517393408,1237648721222500538,161.2256,-0.1480556,UN
3034,308503753395300352,1237648720685564031,160.9982,-0.5883055,UN
3035,308504303151114240,1237648720685629571,161.1426,-0.4345833,S
3036,308504578029021184,1237648720685563925,161.0029,-0.5328056,S
3037,308504852906928128,1237654669740474480,161.1693,-0.329,UN
3038,308505402662742016,1237654669203538120,161.0758,-0.6458055,UN
3039,308505952418555904,1237648720685564127,161.0643,-0.4845833,UN
3040,308506227296462848,1237654669740409015,161.0548,-0.2513333,UN
3041,308506502174369792,1237654669740474492,161.1884,-0.2527778,UN
3042,308506777052276736,1237648721222434998,161.0563,-0.01466667,S
3043,308507051930183680,1237648720685564122,161.0623,-0.5871667,S
3044,308507326808090624,1237648721222500711,161.1228,-0.02516667,UN
3045,308507601685997568,1237654669740474440,161.0948,-0.2976667,E
3046,308507876563904512,1237648720148365397,160.3677,-1.038361,UN
3047,308508701197625344,1237648720148430968,160.4309,-0.8896945,UN
3048,308509800709253120,1237654668666339551,160.2867,-1.081556,S
3049,308510075587160064,1237654669203275882,160.3868,-0.8206944,UN
3050,308510625342973952,1237648720148365477,160.3225,-1.015083,UN
3051,308511999732508672,1237654668666339494,160.3135,-1.123528,UN
3052,308512549488322560,1237654668666339510,160.3305,-1.064,S
3053,308512824366229504,1237654669203210480,160.26,-0.7086945,S
3054,308513648999950336,1237654669740343401,160.7905,-0.2973611,UN
3055,308514473633671168,1237648720685498440,160.9364,-0.4213333,UN
3056,308514748511578112,1237654669740343515,160.9083,-0.3365,UN
3057,308515023389485056,1237648721222369452,160.9463,-0.08102778,UN
3058,308515298267392000,1237654669740343511,160.8666,-0.2440833,UN
3059,308515573145298944,1237648720685563948,160.9978,-0.469,S
3060,308515848023205888,1237648720685498544,160.8788,-0.5841111,UN
3061,308516122901112832,1237654670277214437,160.7946,0.0335,UN
3062,308516947534833664,1237654670277214454,160.8132,0.02322222,UN
3063,308517222412740608,1237654669740409061,160.9866,-0.3184444,S
3064,308517497290647552,1237654669740343436,160.8634,-0.3908055,UN
3065,308517772168554496,1237654670277214490,160.8483,0.0555,UN
3066,308518047046461440,1237654669740343463,160.8918,-0.3541667,UN
3067,308518321924368384,1237648721222304023,160.7946,-0.01516667,S
3068,308518871680182272,1237648720148299897,160.1443,-0.9094167,E
3069,308519421435996160,1237654668666273938,160.0937,-1.062639,S
3070,308520246069716992,1237648720148300016,160.0899,-1.028389,UN
3071,308520520947623936,1237648720148365424,160.2575,-0.9524167,UN
3072,308520795825530880,1237654668666339531,160.2351,-1.066306,E
3073,308521895337158656,1237654669203079259,160.021,-0.7130556,UN
3074,308522170215065600,1237654669203079226,159.9852,-0.7745278,UN
3075,308522445092972544,1237648720148300174,160.0974,-0.9363056,UN
3076,308522719970879488,1237654669203144801,160.0789,-0.6887222,S
3077,308522994848786432,1237648720148300099,160.2136,-0.9220278,UN
3078,308523269726693376,1237654668666273990,160.0844,-1.092667,S
3079,308523544604600320,1237654669203144812,160.0977,-0.7715833,UN
3080,308523819482507264,1237654669203210458,160.2491,-0.8276111,UN
3081,308524094360414208,1237654669203210391,160.2573,-0.7463611,E
3082,308524918994135040,1237654669740277968,160.7278,-0.2656389,S
3083,308525468749948928,1237654669740212337,160.5984,-0.2701667,UN
3084,308526018505762816,1237648721222238468,160.6161,-0.1951111,S
3085,308526843139483648,1237648721222238437,160.6008,-0.1381389,E
3086,308527118017390592,1237648721222238523,160.6683,-0.1594445,UN
3087,308527392895297536,1237648721222303906,160.7478,-0.05555556,S
3088,308527667773204480,1237648721222238491,160.641,-0.03711111,S
3089,308528217529018368,1237648721222303937,160.7738,-0.05491666,S
3090,308528492406925312,1237648721222303946,160.7816,-0.09444445,UN
3091,308529317040646144,1237648720685367384,160.5427,-0.5784722,UN
3092,308529591918553088,1237654670277148768,160.6359,0.02072222,UN
3093,308529866796460032,1237648720148169024,159.9158,-0.9037778,UN
3094,308530966308087808,1237654669203079272,159.889,-0.8336111,UN
3095,308532615575529472,1237654669203013757,159.8389,-0.7885556,UN
3096,308532890453436416,1237654669203013815,159.8163,-0.7540833,S
3097,308533165331343360,1237654669203079284,159.9131,-0.7122222,UN
3098,308533440209250304,1237648720148234490,159.9322,-0.9173333,S
3099,308533715087157248,1237648720148234635,159.9345,-0.8579167,UN
3100,308534264842971136,1237654669203013747,159.816,-0.7996389,UN
3101,308534539720878080,1237648720148168968,159.8392,-0.8739445,UN
3102,308534814598785024,1237648720148234523,159.973,-0.8556945,UN
3103,308535089476691968,1237654669203079292,159.9288,-0.7079722,UN
3104,308535364354598912,1237648720685301979,160.4936,-0.5014167,S
3105,308535639232505856,1237654669740146852,160.3915,-0.3967778,UN
3106,308536188988319744,1237648720685301897,160.4436,-0.6005555,S
3107,308536463866226688,1237648721222172845,160.4856,-0.2078333,S
3108,308536738744133632,1237654669203275901,160.4079,-0.6431389,E
3109,308537013622040576,1237648721222172846,160.4873,-0.00725,UN
3110,308537288499947520,1237648720685301921,160.4532,-0.5818334,UN
3111,308537563377854464,1237654669740146871,160.4302,-0.3354722,S
3112,308537838255761408,1237648721222172802,160.4285,-0.1898889,S
3113,308538113133668352,1237648721222238368,160.537,-0.1107778,UN
3114,308538388011575296,1237648721222172860,160.496,-0.07702778,S
3115,308538662889482240,1237648721222172924,160.5178,-0.1919722,UN
3116,308538937767389184,1237648720685301915,160.4535,-0.6170555,S
3117,308539487523203072,1237654669740212377,160.508,-0.2829444,UN
3118,308539762401110016,1237648720685301999,160.521,-0.4370556,UN
3119,308540587034830848,1237648721222172834,160.4787,-0.1561389,UN
3120,308540861912737792,1237648720685301855,160.3831,-0.45925,E
3121,308541136790644736,1237648720685236407,160.3459,-0.6040834,UN
3122,308541411668551680,1237648720685170803,160.1194,-0.6181389,S
3123,308541961424365568,1237648720685236365,160.2739,-0.6045278,UN
3124,308542511180179456,1237654669740146832,160.3663,-0.3130278,S
3125,308542786058086400,1237654669740081298,160.1872,-0.3268889,UN
3126,308543060935993344,1237654669740015748,160.1704,-0.3178333,E
3127,308543335813900288,1237648720685236371,160.2836,-0.4483055,S
3128,308543610691807232,1237654669203275865,160.3712,-0.6333611,E
3129,308544160447621120,1237654669740081360,160.2602,-0.312,UN
3130,308544435325528064,1237648721222041753,160.1225,-0.04780556,UN
3131,308544710203435008,1237654669740146848,160.3805,-0.2483611,UN
3132,308545259959248896,1237654669740015726,160.1505,-0.2209722,UN
3133,308545534837155840,1237648721222041743,160.1226,-0.1651667,S
3134,308546359470876672,1237648720685105338,160.0216,-0.6143611,UN
3135,308546634348783616,1237654669739884797,159.8397,-0.4120556,UN
3136,308547184104597504,1237648720685105353,160.0352,-0.6,UN
3137,308547733860411392,1237648720685039769,159.8475,-0.5342778,S
3138,308548008738318336,1237654669739884626,159.8516,-0.3893056,UN
3139,308548283616225280,1237648720685039784,159.8868,-0.5719723,UN
3140,308548558494132224,1237654669203079276,159.8893,-0.6444722,S
3141,308548833372039168,1237648720685105308,159.9946,-0.5053889,S
3142,308549108249946112,1237654669739950159,159.8938,-0.2530278,UN
